guid,name,version,rarity,niche,trade_price,targets,buffs,boost_condition,boost_buffs,source
64961,"Agrippina Pontificus, the Divine Fervour",base,Epic,Religion,110000,"Residences: Libertus Residence, Plebeian Residence, Eques Residence, Patrician Residence, Wader Residence, Smith Residence, Alderman Residence, Mercator Residence, Noble Residence",Belief: +1.8,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Festival of Household Gods (1.144%); Festival: Armilustrium, Festival of Mars (0.327%); Festival: Cerealia, Festival of Ceres (0.327%); Festival: Neptunalia Festival (0.327%); Festival: Lugnasad, Festival of Mercury-Lugus (0.327%); Festival: Eponalia Festival (0.327%); Festival: Cernunnalia Festival (0.327%); Festival: Quinquatria, Festival of Minerva (0.327%); Festival: Vulcanalia (0.163%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
64962,"Litugenus, Sage Cultivator",base,Epic,Research,110000,"Residences: Libertus Residence, Plebeian Residence, Eques Residence, Patrician Residence, Wader Residence, Smith Residence, Alderman Residence, Mercator Residence, Noble Residence",Knowledge: +1.8,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Hygieia Festival (0.490%); Festival: Litterria, Festival of Learning (1.716%); Festival: Cerealia, Festival of Ceres (0.245%); Festival: Quinquatria, Festival of Minerva (1.716%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
64963,"Emer, Thumping Advocate",base,Epic,Civic,110000,"Residences: Libertus Residence, Plebeian Residence, Eques Residence, Patrician Residence, Wader Residence, Smith Residence, Alderman Residence, Mercator Residence, Noble Residence",Prestige: +1.8,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Hilaria, Festival of Joy (0.218%); Festival: Ovatio, Festival of Prestigious Rule (0.763%); Festival: Spectacula, Festival of the Games (0.763%); Festival: Quinquatria, Festival of Minerva (0.109%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
64964,"Senuacus, Dousing Dozer",base,Epic,Military,110000,"Residences: Libertus Residence, Plebeian Residence, Eques Residence, Patrician Residence, Wader Residence, Smith Residence, Alderman Residence, Mercator Residence, Noble Residence",Fire Safety: +1.8,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Stata Mater Festival (0.245%); Festival: Triumph, Festival of Conquest (0.858%); Festival: Armilustrium, Festival of Mars (0.858%); Festival: Neptunalia Festival (0.123%); Festival: Eponalia Festival (0.123%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
64965,"Octriuil, Gifted Healer",base,Epic,Nature,110000,"Residences: Libertus Residence, Plebeian Residence, Eques Residence, Patrician Residence, Wader Residence, Smith Residence, Alderman Residence, Mercator Residence, Noble Residence",Health: +1.8,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Hygieia Festival (1.716%); Festival: Festival of Household Gods (0.490%); Festival: Cerealia, Festival of Ceres (1.716%); Festival: Cernunnalia Festival (0.245%); Festival: Vulcanalia (1.716%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
64966,"Iain Thespis, Brightener of Days",base,Epic,Culture,110000,"Residences: Libertus Residence, Plebeian Residence, Eques Residence, Patrician Residence, Wader Residence, Smith Residence, Alderman Residence, Mercator Residence, Noble Residence",Happiness: +1.8,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Hilaria, Festival of Joy (3.431%); Festival: Hygieia Festival (0.490%); Festival: Litterria, Festival of Learning (0.490%); Festival: Lugnasad, Festival of Mercury-Lugus (0.490%); Festival: Cernunnalia Festival (3.431%); Quest: Share a Drink; Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
51316,Gleaner,base,Common,Nature,2000,"Gatherers: Saltwort Picker, Reed Gatherer, Cockle Picker, Shell Gatherer, Apiary, Apiary",Upkeep Cost: -50%; Workforce Needed: -25%,,,"Selling: Diana (1.055%); Selling: Julia Augusta (1.055%); Selling: Valeria (1.055%); Selling: Procurator Corvinus (1.074%); Selling: Manx (1.074%); Selling: Caeso Regulus Syracus (0.909%); Selling: Voada Of The Scathach (0.926%); Contracts: Diana (0.348%); Contracts: Julia Augusta (0.348%); Contracts: Valeria (0.348%); Contracts: Procurator Corvinus (0.354%); Contracts: Manx (0.354%); Contracts: Caeso Regulus Syracus (0.348%); Contracts: Voada Of The Scathach (0.354%); Contracts: Caecilia (0.348%); Festival: Hygieia Festival (6.005%); Festival: Festival of Household Gods (1.716%); Festival: Cerealia, Festival of Ceres (6.005%); Festival: Cernunnalia Festival (0.858%); Festival: Vulcanalia (6.005%); Flotsam: Diana (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Valeria (0.137%); Flotsam: Procurator Corvinus (0.140%); Flotsam: Manx (0.140%); Flotsam: Caeso Regulus Syracus (0.219%); Flotsam: Voada Of The Scathach (0.223%); Flotsam: Gnaeus Firmius Calidus (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Caecilia (0.137%)"
51328,Vesseler,base,Common,Research,2000,"Victuallers: Vintner, Vintner, Olive Press, Garum Works, Brewery, Soap Maker, Malthouse, Potter, Potter",Upkeep Cost: -50%; Workforce Needed: -25%,,,"Selling: Diana (1.055%); Selling: Julia Augusta (1.055%); Selling: Valeria (1.055%); Selling: Procurator Corvinus (1.074%); Selling: Manx (1.074%); Selling: Caeso Regulus Syracus (0.909%); Selling: Voada Of The Scathach (0.926%); Contracts: Diana (0.348%); Contracts: Julia Augusta (0.348%); Contracts: Valeria (0.348%); Contracts: Procurator Corvinus (0.354%); Contracts: Manx (0.354%); Contracts: Caeso Regulus Syracus (0.348%); Contracts: Voada Of The Scathach (0.354%); Contracts: Caecilia (0.348%); Festival: Hygieia Festival (1.716%); Festival: Litterria, Festival of Learning (6.005%); Festival: Cerealia, Festival of Ceres (0.858%); Festival: Quinquatria, Festival of Minerva (6.005%); Flotsam: Diana (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Valeria (0.137%); Flotsam: Procurator Corvinus (0.140%); Flotsam: Manx (0.140%); Flotsam: Caeso Regulus Syracus (0.219%); Flotsam: Voada Of The Scathach (0.223%); Flotsam: Gnaeus Firmius Calidus (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Caecilia (0.137%)"
51330,Essentialist,base,Common,Religion,2000,"Extractors: Salt Ponds, Renderer, Renderer, Fish Gutter, Tongue Plucker, Dye Works, Greenhands, Saltwort Burner, Mineral Crusher, Grain Mill, Donkey Mill",Upkeep Cost: -50%; Workforce Needed: -25%,,,"Selling: Diana (1.055%); Selling: Julia Augusta (1.055%); Selling: Valeria (1.055%); Selling: Procurator Corvinus (1.074%); Selling: Manx (1.074%); Selling: Caeso Regulus Syracus (0.909%); Selling: Voada Of The Scathach (0.926%); Contracts: Diana (0.348%); Contracts: Julia Augusta (0.348%); Contracts: Valeria (0.348%); Contracts: Procurator Corvinus (0.354%); Contracts: Manx (0.354%); Contracts: Caeso Regulus Syracus (0.348%); Contracts: Voada Of The Scathach (0.354%); Contracts: Caecilia (0.348%); Festival: Festival of Household Gods (12.010%); Festival: Armilustrium, Festival of Mars (3.431%); Festival: Cerealia, Festival of Ceres (3.431%); Festival: Neptunalia Festival (3.431%); Festival: Lugnasad, Festival of Mercury-Lugus (3.431%); Festival: Eponalia Festival (3.431%); Festival: Cernunnalia Festival (3.431%); Festival: Quinquatria, Festival of Minerva (3.431%); Festival: Vulcanalia (1.716%); Flotsam: Diana (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Valeria (0.137%); Flotsam: Procurator Corvinus (0.140%); Flotsam: Manx (0.140%); Flotsam: Caeso Regulus Syracus (0.219%); Flotsam: Voada Of The Scathach (0.223%); Flotsam: Gnaeus Firmius Calidus (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Caecilia (0.137%)"
51334,Amalgamist,base,Common,Research,2000,"Smelters: Bronze Smelter, Goldsmith, Silver Forge, Furnace, Furnace, Glass Smelter",Upkeep Cost: -50%; Workforce Needed: -25%,,,"Selling: Diana (1.055%); Selling: Julia Augusta (1.055%); Selling: Valeria (1.055%); Selling: Procurator Corvinus (1.074%); Selling: Manx (1.074%); Selling: Caeso Regulus Syracus (0.909%); Selling: Voada Of The Scathach (0.926%); Contracts: Diana (0.348%); Contracts: Julia Augusta (0.348%); Contracts: Valeria (0.348%); Contracts: Procurator Corvinus (0.354%); Contracts: Manx (0.354%); Contracts: Caeso Regulus Syracus (0.348%); Contracts: Voada Of The Scathach (0.354%); Contracts: Caecilia (0.348%); Festival: Hygieia Festival (1.716%); Festival: Litterria, Festival of Learning (6.005%); Festival: Cerealia, Festival of Ceres (0.858%); Festival: Quinquatria, Festival of Minerva (6.005%); Flotsam: Diana (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Valeria (0.137%); Flotsam: Procurator Corvinus (0.140%); Flotsam: Manx (0.140%); Flotsam: Caeso Regulus Syracus (0.219%); Flotsam: Voada Of The Scathach (0.223%); Flotsam: Gnaeus Firmius Calidus (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Caecilia (0.137%)"
51338,Measurer,base,Common,Finance,2000,"Clothiers: Spinner, Spinner, Loom Weavery, Birrus Stitcher, Hosier, Sandal Maker, Shoe Weaver",Upkeep Cost: -50%; Workforce Needed: -25%,,,"Selling: Diana (1.055%); Selling: Julia Augusta (1.055%); Selling: Valeria (1.055%); Selling: Procurator Corvinus (1.074%); Selling: Manx (1.074%); Selling: Caeso Regulus Syracus (0.909%); Selling: Voada Of The Scathach (0.926%); Contracts: Diana (0.348%); Contracts: Julia Augusta (0.348%); Contracts: Valeria (0.348%); Contracts: Procurator Corvinus (0.354%); Contracts: Manx (0.354%); Contracts: Caeso Regulus Syracus (0.348%); Contracts: Voada Of The Scathach (0.354%); Contracts: Caecilia (0.348%); Festival: Hilaria, Festival of Joy (0.858%); Festival: Ovatio, Festival of Prestigious Rule (0.858%); Festival: Triumph, Festival of Conquest (1.716%); Festival: Spectacula, Festival of the Games (1.716%); Festival: Lugnasad, Festival of Mercury-Lugus (6.005%); Flotsam: Diana (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Valeria (0.137%); Flotsam: Procurator Corvinus (0.140%); Flotsam: Manx (0.140%); Flotsam: Caeso Regulus Syracus (0.219%); Flotsam: Voada Of The Scathach (0.223%); Flotsam: Gnaeus Firmius Calidus (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Caecilia (0.137%)"
51344,Constructivist,base,Common,Economy,2000,"Refineries: Tiler, Tiler, Concrete Mixer, Concrete Mixer, Tessera Works, Granite Cutter, Marble Mason, Labourer's Yard, Sawmill, Sawmill",Upkeep Cost: -50%; Workforce Needed: -25%,,,"Selling: Diana (1.055%); Selling: Julia Augusta (1.055%); Selling: Valeria (1.055%); Selling: Procurator Corvinus (1.074%); Selling: Manx (1.074%); Selling: Caeso Regulus Syracus (0.909%); Selling: Voada Of The Scathach (0.926%); Contracts: Diana (0.348%); Contracts: Julia Augusta (0.348%); Contracts: Valeria (0.348%); Contracts: Procurator Corvinus (0.354%); Contracts: Manx (0.354%); Contracts: Caeso Regulus Syracus (0.348%); Contracts: Voada Of The Scathach (0.354%); Contracts: Caecilia (0.348%); Festival: Stata Mater Festival (4.804%); Festival: Triumph, Festival of Conquest (0.686%); Festival: Spectacula, Festival of the Games (0.686%); Festival: Armilustrium, Festival of Mars (0.686%); Festival: Eponalia Festival (4.804%); Festival: Vulcanalia (1.373%); Flotsam: Diana (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Valeria (0.137%); Flotsam: Procurator Corvinus (0.140%); Flotsam: Manx (0.140%); Flotsam: Caeso Regulus Syracus (0.219%); Flotsam: Voada Of The Scathach (0.223%); Flotsam: Gnaeus Firmius Calidus (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Caecilia (0.137%)"
51292,Venator of Artemis,base,Rare,Religion,12000,"Hunting Cabins: Beaver Trapper, Horsecatcher, Bird Charmer, Fishing Hut, Oyster Bed, Scomber's Shack, Sturgeon Hatchery, Eel Grabber",Upkeep Cost: -66%; Workforce Needed: -33%,,,"Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Caeso Regulus Syracus (0.563%); Selling: Voada Of The Scathach (0.513%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Voada Of The Scathach (0.887%); Contracts: Caecilia (0.948%); Festival: Festival of Household Gods (18.873%); Festival: Armilustrium, Festival of Mars (5.392%); Festival: Cerealia, Festival of Ceres (5.392%); Festival: Neptunalia Festival (5.392%); Festival: Lugnasad, Festival of Mercury-Lugus (5.392%); Festival: Eponalia Festival (5.392%); Festival: Cernunnalia Festival (5.392%); Festival: Quinquatria, Festival of Minerva (5.392%); Festival: Vulcanalia (2.696%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Voada Of The Scathach (0.124%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)"
51324,Nomadic Herder,base,Rare,Nature,12000,"Livestock Farms: Ochs Farm, Sheep Farm, Sheep Farm, Horse Breeder, Horse Breeder, Pig Farm, Pig Farm, Snailery",Upkeep Cost: -66%; Workforce Needed: -33%,,,"Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Caeso Regulus Syracus (0.563%); Selling: Voada Of The Scathach (0.513%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Voada Of The Scathach (0.887%); Contracts: Caecilia (0.948%); Festival: Hygieia Festival (7.549%); Festival: Festival of Household Gods (2.157%); Festival: Cerealia, Festival of Ceres (7.549%); Festival: Cernunnalia Festival (1.078%); Festival: Vulcanalia (7.549%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Voada Of The Scathach (0.124%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)"
51336,Hestian Culinarian,base,Rare,Economy,12000,"Kitchens: Earth Oven, Dairy, Epicure of Water, Bakery, Bakery, Salsicium, Porridge Stand, Epicure of Air",Upkeep Cost: -66%; Workforce Needed: -33%,,,"Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Caeso Regulus Syracus (0.563%); Selling: Voada Of The Scathach (0.513%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Voada Of The Scathach (0.887%); Contracts: Caecilia (0.948%); Festival: Stata Mater Festival (9.436%); Festival: Triumph, Festival of Conquest (1.348%); Festival: Spectacula, Festival of the Games (1.348%); Festival: Armilustrium, Festival of Mars (1.348%); Festival: Eponalia Festival (9.436%); Festival: Vulcanalia (2.696%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Voada Of The Scathach (0.124%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)"
